,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Top5Budget,Goals,Goals_1H,Goals_2H
5295,2008-09,24/01/09,Villarreal,Osasuna,1,1,D,1,0,H,False,2,1,1
5296,2008-09,25/01/09,Almeria,Ath Bilbao,2,1,H,2,0,H,False,3,2,1
5297,2008-09,25/01/09,Getafe,Sp Gijon,5,1,H,2,1,H,False,6,3,3
5298,2008-09,25/01/09,Malaga,Ath Madrid,1,1,D,1,1,D,False,2,2,0
5299,2008-09,25/01/09,Mallorca,Valencia,3,1,H,3,0,H,False,4,3,1
5300,2008-09,25/01/09,Real Madrid,La Coruna,1,0,H,1,0,H,True,1,1,0
5301,2008-09,25/01/09,Recreativo,Betis,1,0,H,0,0,D,False,1,0,1
5302,2008-09,25/01/09,Sevilla,Santander,0,2,A,0,1,A,True,2,1,1
5303,2008-09,25/01/09,Valladolid,Espanol,1,1,D,1,0,H,False,2,1,1
5304,2008-09,31/01/09,Ath Bilbao,Malaga,3,2,H,1,1,D,False,5,2,3
5305,2008-09,31/01/09,Numancia,Real Madrid,0,2,A,0,0,D,False,2,0,2
5306,2008-09,1/2/2009,Ath Madrid,Valladolid,1,2,A,0,0,D,True,3,0,3
5307,2008-09,1/2/2009,Betis,Getafe,2,2,D,2,0,H,False,4,2,2
5308,2008-09,1/2/2009,Espanol,Recreativo,1,1,D,0,0,D,False,2,0,2
5309,2008-09,1/2/2009,La Coruna,Villarreal,3,0,H,1,0,H,False,3,1,2
5310,2008-09,1/2/2009,Osasuna,Mallorca,1,0,H,1,0,H,False,1,1,0
5311,2008-09,1/2/2009,Santander,Barcelona,1,2,A,0,0,D,False,3,0,3
5312,2008-09,1/2/2009,Sp Gijon,Sevilla,1,0,H,0,0,D,False,1,0,1
5313,2008-09,1/2/2009,Valencia,Almeria,3,2,H,2,1,H,True,5,3,2
5314,2008-09,7/2/2009,Real Madrid,Santander,1,0,H,0,0,D,True,1,0,1
5315,2008-09,7/2/2009,Sevilla,Betis,1,2,A,0,0,D,True,3,0,3
5316,2008-09,8/2/2009,Barcelona,Sp Gijon,3,1,H,2,0,H,True,4,2,2
5317,2008-09,8/2/2009,Getafe,Espanol,1,1,D,1,1,D,False,2,2,0
5318,2008-09,8/2/2009,Malaga,Almeria,3,2,H,0,2,A,False,5,2,3
5319,2008-09,8/2/2009,Mallorca,La Coruna,1,1,D,0,0,D,False,2,0,2
5320,2008-09,8/2/2009,Osasuna,Valencia,1,0,H,0,0,D,False,1,0,1
5321,2008-09,8/2/2009,Recreativo,Ath Madrid,0,3,A,0,3,A,False,3,3,0
5322,2008-09,8/2/2009,Valladolid,Ath Bilbao,2,1,H,1,0,H,False,3,1,2
5323,2008-09,8/2/2009,Villarreal,Numancia,2,1,H,1,1,D,False,3,2,1
5324,2008-09,14/02/09,Betis,Barcelona,2,2,D,2,1,H,False,4,3,1
5325,2008-09,14/02/09,La Coruna,Osasuna,0,0,D,0,0,D,False,0,0,0
5326,2008-09,14/02/09,Valencia,Malaga,1,1,D,0,0,D,True,2,0,2
5327,2008-09,15/02/09,Almeria,Valladolid,3,2,H,0,2,A,False,5,2,3
5328,2008-09,15/02/09,Ath Bilbao,Recreativo,1,1,D,0,1,A,False,2,1,1
5329,2008-09,15/02/09,Ath Madrid,Getafe,1,1,D,1,0,H,True,2,1,1
5330,2008-09,15/02/09,Espanol,Sevilla,0,2,A,0,0,D,False,2,0,2
5331,2008-09,15/02/09,Numancia,Mallorca,0,1,A,0,1,A,False,1,1,0
5332,2008-09,15/02/09,Santander,Villarreal,1,1,D,1,1,D,False,2,2,0
5333,2008-09,15/02/09,Sp Gijon,Real Madrid,0,4,A,0,2,A,False,4,2,2
5334,2008-09,21/02/09,Barcelona,Espanol,1,2,A,0,0,D,True,3,0,3
5335,2008-09,21/02/09,Real Madrid,Betis,6,1,H,6,1,H,True,7,7,0
5336,2008-09,21/02/09,Sevilla,Ath Madrid,1,0,H,0,0,D,True,1,0,1
5337,2008-09,21/02/09,Villarreal,Sp Gijon,2,1,H,2,1,H,False,3,3,0
5338,2008-09,22/02/09,Getafe,Ath Bilbao,1,1,D,1,1,D,False,2,2,0
5339,2008-09,22/02/09,La Coruna,Valencia,1,1,D,0,1,A,False,2,1,1
5340,2008-09,22/02/09,Mallorca,Santander,1,0,H,0,0,D,False,1,0,1
5341,2008-09,22/02/09,Osasuna,Numancia,2,0,H,2,0,H,False,2,2,0
5342,2008-09,22/02/09,Recreativo,Almeria,1,1,D,0,0,D,False,2,0,2
5343,2008-09,22/02/09,Valladolid,Malaga,1,3,A,0,2,A,False,4,2,2
5344,2008-09,28/02/09,Ath Bilbao,Sevilla,1,2,A,1,1,D,False,3,2,1
5345,2008-09,28/02/09,Espanol,Real Madrid,0,2,A,0,0,D,False,2,0,2
5346,2008-09,1/3/2009,Almeria,Getafe,2,1,H,1,1,D,False,3,2,1
5347,2008-09,1/3/2009,Ath Madrid,Barcelona,4,3,H,1,2,A,True,7,3,4
5348,2008-09,1/3/2009,Betis,Villarreal,2,2,D,1,2,A,False,4,3,1
5349,2008-09,1/3/2009,Malaga,Recreativo,0,2,A,0,0,D,False,2,0,2
5350,2008-09,1/3/2009,Numancia,La Coruna,0,1,A,0,0,D,False,1,0,1
5351,2008-09,1/3/2009,Santander,Osasuna,1,1,D,1,1,D,False,2,2,0
5352,2008-09,1/3/2009,Sp Gijon,Mallorca,0,1,A,0,0,D,False,1,0,1
5353,2008-09,1/3/2009,Valencia,Valladolid,1,2,A,0,2,A,True,3,2,1
5354,2008-09,7/3/2009,Barcelona,Ath Bilbao,2,0,H,2,0,H,True,2,2,0
5355,2008-09,7/3/2009,Real Madrid,Ath Madrid,1,1,D,0,1,A,True,2,1,1
5356,2008-09,7/3/2009,Villarreal,Espanol,1,0,H,1,0,H,False,1,1,0
5357,2008-09,8/3/2009,Getafe,Malaga,1,2,A,0,2,A,False,3,2,1
5358,2008-09,8/3/2009,La Coruna,Santander,5,3,H,1,2,A,False,8,3,5
5359,2008-09,8/3/2009,Mallorca,Betis,3,3,D,0,2,A,False,6,2,4
5360,2008-09,8/3/2009,Numancia,Valencia,2,1,H,1,1,D,False,3,2,1
5361,2008-09,8/3/2009,Osasuna,Sp Gijon,1,2,A,1,2,A,False,3,3,0
5362,2008-09,8/3/2009,Recreativo,Valladolid,2,3,A,1,2,A,False,5,3,2
5363,2008-09,8/3/2009,Sevilla,Almeria,2,1,H,1,0,H,True,3,1,2
5364,2008-09,14/03/09,Ath Bilbao,Real Madrid,2,5,A,2,2,D,False,7,4,3
5365,2008-09,14/03/09,Valencia,Recreativo,1,1,D,0,0,D,True,2,0,2
5366,2008-09,15/03/09,Almeria,Barcelona,0,2,A,0,0,D,False,2,0,2
5367,2008-09,15/03/09,Ath Madrid,Villarreal,3,2,H,0,1,A,True,5,1,4
5368,2008-09,15/03/09,Betis,Osasuna,0,0,D,0,0,D,False,0,0,0
5369,2008-09,15/03/09,Espanol,Mallorca,3,3,D,0,1,A,False,6,1,5
5370,2008-09,15/03/09,Malaga,Sevilla,2,2,D,2,0,H,False,4,2,2
5371,2008-09,15/03/09,Santander,Numancia,5,0,H,5,0,H,False,5,5,0
5372,2008-09,15/03/09,Sp Gijon,La Coruna,3,2,H,0,0,D,False,5,0,5
5373,2008-09,15/03/09,Valladolid,Getafe,1,0,H,0,0,D,False,1,0,1
5374,2008-09,21/03/09,Sevilla,Valladolid,4,1,H,2,1,H,True,5,3,2
5375,2008-09,21/03/09,Villarreal,Ath Bilbao,2,0,H,0,0,D,False,2,0,2
5376,2008-09,22/03/09,Barcelona,Malaga,6,0,H,4,0,H,True,6,4,2
5377,2008-09,22/03/09,Getafe,Recreativo,2,1,H,0,0,D,False,3,0,3
5378,2008-09,22/03/09,La Coruna,Betis,1,1,D,1,1,D,False,2,2,0
5379,2008-09,22/03/09,Mallorca,Ath Madrid,2,0,H,1,0,H,False,2,1,1
5380,2008-09,22/03/09,Numancia,Sp Gijon,2,1,H,1,0,H,False,3,1,2
5381,2008-09,22/03/09,Osasuna,Espanol,1,0,H,0,0,D,False,1,0,1
5382,2008-09,22/03/09,Real Madrid,Almeria,3,0,H,1,0,H,True,3,1,2
5383,2008-09,22/03/09,Santander,Valencia,0,1,A,0,0,D,False,1,0,1
5384,2008-09,4/4/2009,Almeria,Villarreal,3,0,H,3,0,H,False,3,3,0
5385,2008-09,4/4/2009,Ath Bilbao,Mallorca,2,1,H,1,0,H,False,3,1,2
5386,2008-09,4/4/2009,Betis,Numancia,3,3,D,1,1,D,False,6,2,4
5387,2008-09,4/4/2009,Malaga,Real Madrid,0,1,A,0,0,D,False,1,0,1
5388,2008-09,4/4/2009,Recreativo,Sevilla,0,1,A,0,1,A,False,1,1,0
5389,2008-09,4/4/2009,Valladolid,Barcelona,0,1,A,0,1,A,False,1,1,0
5390,2008-09,5/4/2009,Ath Madrid,Osasuna,2,4,A,1,2,A,True,6,3,3
5391,2008-09,5/4/2009,Espanol,La Coruna,3,1,H,2,1,H,False,4,3,1
5392,2008-09,5/4/2009,Sp Gijon,Santander,0,2,A,0,0,D,False,2,0,2
5393,2008-09,5/4/2009,Valencia,Getafe,4,1,H,2,0,H,True,5,2,3
5394,2008-09,11/4/2009,Barcelona,Recreativo,2,0,H,1,0,H,True,2,1,1
5395,2008-09,11/4/2009,Villarreal,Malaga,0,2,A,0,1,A,False,2,1,1
5396,2008-09,12/4/2009,La Coruna,Ath Madrid,1,2,A,0,1,A,False,3,1,2
5397,2008-09,12/4/2009,Mallorca,Almeria,2,0,H,0,0,D,False,2,0,2
5398,2008-09,12/4/2009,Numancia,Espanol,0,0,D,0,0,D,False,0,0,0
5399,2008-09,12/4/2009,Osasuna,Ath Bilbao,2,1,H,1,1,D,False,3,2,1
5400,2008-09,12/4/2009,Real Madrid,Valladolid,2,0,H,1,0,H,True,2,1,1
5401,2008-09,12/4/2009,Santander,Betis,2,3,A,2,2,D,False,5,4,1
5402,2008-09,12/4/2009,Sevilla,Getafe,0,1,A,0,0,D,True,1,0,1
5403,2008-09,12/4/2009,Sp Gijon,Valencia,2,3,A,1,1,D,False,5,2,3
5404,2008-09,18/04/09,Ath Bilbao,La Coruna,0,1,A,0,0,D,False,1,0,1
5405,2008-09,18/04/09,Ath Madrid,Numancia,3,0,H,0,0,D,True,3,0,3
5406,2008-09,18/04/09,Getafe,Barcelona,0,1,A,0,1,A,False,1,1,0
5407,2008-09,18/04/09,Malaga,Mallorca,1,1,D,0,0,D,False,2,0,2
5408,2008-09,18/04/09,Recreativo,Real Madrid,0,1,A,0,0,D,False,1,0,1
5409,2008-09,19/04/09,Almeria,Osasuna,2,1,H,0,0,D,False,3,0,3
5410,2008-09,19/04/09,Betis,Sp Gijon,2,0,H,1,0,H,False,2,1,1
5411,2008-09,19/04/09,Espanol,Santander,1,0,H,0,0,D,False,1,0,1
5412,2008-09,19/04/09,Valencia,Sevilla,3,1,H,1,1,D,True,4,2,2
5413,2008-09,19/04/09,Valladolid,Villarreal,0,0,D,0,0,D,False,0,0,0
5414,2008-09,21/04/09,Numancia,Ath Bilbao,1,2,A,1,1,D,False,3,2,1
5415,2008-09,21/04/09,Real Madrid,Getafe,3,2,H,1,1,D,True,5,2,3
5416,2008-09,22/04/09,Barcelona,Sevilla,4,0,H,2,0,H,True,4,2,2
5417,2008-09,22/04/09,Betis,Valencia,1,2,A,0,0,D,False,3,0,3
5418,2008-09,22/04/09,La Coruna,Almeria,2,0,H,0,0,D,False,2,0,2
5419,2008-09,22/04/09,Osasuna,Malaga,2,3,A,2,1,H,False,5,3,2
5420,2008-09,23/04/09,Mallorca,Valladolid,2,0,H,0,0,D,False,2,0,2
5421,2008-09,23/04/09,Santander,Ath Madrid,5,1,H,3,0,H,False,6,3,3
5422,2008-09,23/04/09,Sp Gijon,Espanol,0,3,A,0,1,A,False,3,1,2
5423,2008-09,23/04/09,Villarreal,Recreativo,2,1,H,1,1,D,False,3,2,1
5424,2008-09,25/04/09,Almeria,Numancia,2,1,H,2,0,H,False,3,2,1
5425,2008-09,25/04/09,Malaga,La Coruna,1,1,D,1,0,H,False,2,1,1
5426,2008-09,25/04/09,Valencia,Barcelona,2,2,D,2,1,H,True,4,3,1
5427,2008-09,26/04/09,Ath Bilbao,Santander,2,1,H,2,0,H,False,3,2,1
5428,2008-09,26/04/09,Ath Madrid,Sp Gijon,3,1,H,2,0,H,True,4,2,2
5429,2008-09,26/04/09,Espanol,Betis,2,0,H,1,0,H,False,2,1,1
5430,2008-09,26/04/09,Getafe,Villarreal,1,2,A,0,2,A,False,3,2,1
5431,2008-09,26/04/09,Recreativo,Mallorca,2,4,A,0,2,A,False,6,2,4
5432,2008-09,26/04/09,Sevilla,Real Madrid,2,4,A,1,1,D,True,6,2,4
5433,2008-09,26/04/09,Valladolid,Osasuna,0,0,D,0,0,D,False,0,0,0
5434,2008-09,2/5/2009,Numancia,Malaga,2,0,H,1,0,H,False,2,1,1
5435,2008-09,2/5/2009,Real Madrid,Barcelona,2,6,A,1,3,A,True,8,4,4
5436,2008-09,2/5/2009,Villarreal,Sevilla,0,2,A,0,0,D,False,2,0,2
5437,2008-09,3/5/2009,Betis,Ath Madrid,0,2,A,0,1,A,False,2,1,1
5438,2008-09,3/5/2009,Espanol,Valencia,3,0,H,0,0,D,False,3,0,3
5439,2008-09,3/5/2009,La Coruna,Valladolid,1,0,H,1,0,H,False,1,1,0
5440,2008-09,3/5/2009,Mallorca,Getafe,2,1,H,1,0,H,False,3,1,2
5441,2008-09,3/5/2009,Osasuna,Recreativo,1,2,A,1,0,H,False,3,1,2
5442,2008-09,3/5/2009,Santander,Almeria,0,2,A,0,2,A,False,2,2,0
5443,2008-09,3/5/2009,Sp Gijon,Ath Bilbao,1,1,D,0,0,D,False,2,0,2
5444,2008-09,9/5/2009,Ath Bilbao,Betis,1,0,H,1,0,H,False,1,1,0
5445,2008-09,9/5/2009,Sevilla,Mallorca,3,1,H,1,1,D,True,4,2,2
5446,2008-09,9/5/2009,Valencia,Real Madrid,3,0,H,2,0,H,True,3,2,1
5447,2008-09,10/5/2009,Almeria,Sp Gijon,3,1,H,1,1,D,False,4,2,2
5448,2008-09,10/5/2009,Ath Madrid,Espanol,3,2,H,0,2,A,True,5,2,3
5449,2008-09,10/5/2009,Barcelona,Villarreal,3,3,D,3,1,H,True,6,4,2
5450,2008-09,10/5/2009,Getafe,Osasuna,3,0,H,1,0,H,False,3,1,2
5451,2008-09,10/5/2009,Malaga,Santander,1,0,H,0,0,D,False,1,0,1
5452,2008-09,10/5/2009,Recreativo,La Coruna,1,2,A,1,1,D,False,3,2,1
5453,2008-09,10/5/2009,Valladolid,Numancia,0,0,D,0,0,D,False,0,0,0
5454,2008-09,16/05/09,La Coruna,Getafe,1,1,D,0,0,D,False,2,0,2
5455,2008-09,16/05/09,Osasuna,Sevilla,0,0,D,0,0,D,False,0,0,0
5456,2008-09,16/05/09,Villarreal,Real Madrid,3,2,H,1,0,H,False,5,1,4
5457,2008-09,17/05/09,Ath Madrid,Valencia,1,0,H,1,0,H,True,1,1,0
5458,2008-09,17/05/09,Betis,Almeria,2,0,H,1,0,H,False,2,1,1
5459,2008-09,17/05/09,Espanol,Ath Bilbao,1,0,H,0,0,D,False,1,0,1
5460,2008-09,17/05/09,Mallorca,Barcelona,2,1,H,0,1,A,False,3,1,2
5461,2008-09,17/05/09,Numancia,Recreativo,1,0,H,0,0,D,False,1,0,1
5462,2008-09,17/05/09,Santander,Valladolid,3,2,H,1,2,A,False,5,3,2
5463,2008-09,17/05/09,Sp Gijon,Malaga,2,1,H,1,1,D,False,3,2,1
5464,2008-09,23/05/09,Almeria,Espanol,0,3,A,0,1,A,False,3,1,2
5465,2008-09,23/05/09,Ath Bilbao,Ath Madrid,1,4,A,0,0,D,False,5,0,5
5466,2008-09,23/05/09,Barcelona,Osasuna,0,1,A,0,1,A,True,1,1,0
5467,2008-09,23/05/09,Getafe,Numancia,1,0,H,0,0,D,False,1,0,1
5468,2008-09,23/05/09,Malaga,Betis,1,1,D,0,1,A,False,2,1,1
5469,2008-09,23/05/09,Recreativo,Santander,0,1,A,0,0,D,False,1,0,1
5470,2008-09,23/05/09,Sevilla,La Coruna,1,0,H,0,0,D,True,1,0,1
5471,2008-09,23/05/09,Valladolid,Sp Gijon,1,2,A,0,1,A,False,3,1,2
5472,2008-09,23/05/09,Villarreal,Valencia,3,1,H,2,1,H,False,4,3,1
5473,2008-09,24/05/09,Real Madrid,Mallorca,1,3,A,1,1,D,True,4,2,2
5474,2008-09,30/05/09,Ath Madrid,Almeria,3,0,H,2,0,H,True,3,2,1
5475,2008-09,30/05/09,La Coruna,Barcelona,1,1,D,1,0,H,False,2,1,1
5476,2008-09,30/05/09,Mallorca,Villarreal,2,3,A,1,2,A,False,5,3,2
5477,2008-09,30/05/09,Valencia,Ath Bilbao,2,0,H,1,0,H,True,2,1,1
5478,2008-09,31/05/09,Betis,Valladolid,1,1,D,0,1,A,False,2,1,1
5479,2008-09,31/05/09,Espanol,Malaga,3,0,H,2,0,H,False,3,2,1
5480,2008-09,31/05/09,Numancia,Sevilla,0,2,A,0,0,D,False,2,0,2
5481,2008-09,31/05/09,Osasuna,Real Madrid,2,1,H,1,1,D,False,3,2,1
5482,2008-09,31/05/09,Santander,Getafe,1,1,D,1,1,D,False,2,2,0
5483,2008-09,31/05/09,Sp Gijon,Recreativo,2,1,H,0,1,A,False,3,1,2
5484,2009-10,29/08/09,Real Madrid,La Coruna,3,2,H,2,1,H,True,5,3,2
5485,2009-10,29/08/09,Zaragoza,Tenerife,1,0,H,0,0,D,False,1,0,1
5486,2009-10,30/08/09,Almeria,Valladolid,0,0,D,0,0,D,False,0,0,0
5487,2009-10,30/08/09,Ath Bilbao,Espanol,1,0,H,0,0,D,False,1,0,1
5488,2009-10,30/08/09,Malaga,Ath Madrid,3,0,H,1,0,H,False,3,1,2
5489,2009-10,30/08/09,Mallorca,Xerez,2,0,H,0,0,D,False,2,0,2
5490,2009-10,30/08/09,Osasuna,Villarreal,1,1,D,1,1,D,False,2,2,0
5491,2009-10,30/08/09,Santander,Getafe,1,4,A,1,3,A,False,5,4,1
5492,2009-10,30/08/09,Valencia,Sevilla,2,0,H,0,0,D,True,2,0,2
5493,2009-10,31/08/09,Barcelona,Sp Gijon,3,0,H,2,0,H,True,3,2,1
5494,2009-10,12/9/2009,Ath Madrid,Santander,1,1,D,1,1,D,True,2,2,0
5495,2009-10,12/9/2009,Espanol,Real Madrid,0,3,A,0,1,A,False,3,1,2
5496,2009-10,12/9/2009,Getafe,Barcelona,0,2,A,0,0,D,False,2,0,2
5497,2009-10,12/9/2009,Sevilla,Zaragoza,4,1,H,2,1,H,True,5,3,2
5498,2009-10,13/09/09,La Coruna,Malaga,1,0,H,0,0,D,False,1,0,1
5499,2009-10,13/09/09,Sp Gijon,Almeria,1,0,H,1,0,H,False,1,1,0
5500,2009-10,13/09/09,Tenerife,Osasuna,2,1,H,0,0,D,False,3,0,3
5501,2009-10,13/09/09,Valladolid,Valencia,2,4,A,1,3,A,False,6,4,2
5502,2009-10,13/09/09,Villarreal,Mallorca,1,1,D,0,0,D,False,2,0,2
5503,2009-10,13/09/09,Xerez,Ath Bilbao,0,1,A,0,1,A,False,1,1,0
5504,2009-10,19/09/09,Barcelona,Ath Madrid,5,2,H,4,1,H,True,7,5,2
5505,2009-10,19/09/09,La Coruna,Espanol,2,3,A,1,2,A,False,5,3,2
5506,2009-10,19/09/09,Malaga,Santander,1,2,A,0,1,A,False,3,1,2
5507,2009-10,19/09/09,Mallorca,Tenerife,4,0,H,1,0,H,False,4,1,3
5508,2009-10,19/09/09,Osasuna,Sevilla,0,2,A,0,1,A,False,2,1,1
5509,2009-10,20/09/09,Almeria,Getafe,1,0,H,0,0,D,False,1,0,1
5510,2009-10,20/09/09,Ath Bilbao,Villarreal,3,2,H,2,0,H,False,5,2,3
5511,2009-10,20/09/09,Real Madrid,Xerez,5,0,H,1,0,H,True,5,1,4
5512,2009-10,20/09/09,Valencia,Sp Gijon,2,2,D,1,1,D,True,4,2,2
5513,2009-10,20/09/09,Zaragoza,Valladolid,1,2,A,1,1,D,False,3,2,1
5514,2009-10,22/09/09,Santander,Barcelona,1,4,A,0,3,A,False,5,3,2
5515,2009-10,22/09/09,Sevilla,Mallorca,2,0,H,2,0,H,True,2,2,0
5516,2009-10,23/09/09,Ath Madrid,Almeria,2,2,D,1,1,D,True,4,2,2
5517,2009-10,23/09/09,Espanol,Malaga,2,1,H,0,1,A,False,3,1,2
5518,2009-10,23/09/09,Getafe,Valencia,3,1,H,2,1,H,False,4,3,1
5519,2009-10,23/09/09,Tenerife,Ath Bilbao,1,0,H,0,0,D,False,1,0,1
5520,2009-10,23/09/09,Valladolid,Osasuna,1,2,A,0,1,A,False,3,1,2
5521,2009-10,23/09/09,Villarreal,Real Madrid,0,2,A,0,1,A,False,2,1,1
5522,2009-10,23/09/09,Xerez,La Coruna,0,3,A,0,1,A,False,3,1,2
5523,2009-10,24/09/09,Sp Gijon,Zaragoza,1,1,D,1,0,H,False,2,1,1
5524,2009-10,26/09/09,Ath Bilbao,Sevilla,0,4,A,0,3,A,False,4,3,1
5525,2009-10,26/09/09,Malaga,Barcelona,0,2,A,0,1,A,False,2,1,1
5526,2009-10,26/09/09,Real Madrid,Tenerife,3,0,H,0,0,D,True,3,0,3
5527,2009-10,26/09/09,Valencia,Ath Madrid,2,2,D,2,1,H,True,4,3,1
5528,2009-10,27/09/09,Almeria,Santander,2,2,D,1,0,H,False,4,1,3
5529,2009-10,27/09/09,Espanol,Xerez,0,0,D,0,0,D,False,0,0,0
5530,2009-10,27/09/09,La Coruna,Villarreal,1,0,H,1,0,H,False,1,1,0
5531,2009-10,27/09/09,Mallorca,Valladolid,3,0,H,1,0,H,False,3,1,2
5532,2009-10,27/09/09,Osasuna,Sp Gijon,1,0,H,0,0,D,False,1,0,1
5533,2009-10,27/09/09,Zaragoza,Getafe,3,0,H,2,0,H,False,3,2,1
5534,2009-10,3/10/2009,Ath Madrid,Zaragoza,2,1,H,1,0,H,True,3,1,2
5535,2009-10,3/10/2009,Barcelona,Almeria,1,0,H,1,0,H,True,1,1,0
5536,2009-10,3/10/2009,Tenerife,La Coruna,0,1,A,0,0,D,False,1,0,1
5537,2009-10,4/10/2009,Getafe,Osasuna,2,1,H,0,0,D,False,3,0,3
5538,2009-10,4/10/2009,Santander,Valencia,0,1,A,0,0,D,False,1,0,1
5539,2009-10,4/10/2009,Sevilla,Real Madrid,2,1,H,1,0,H,True,3,1,2
5540,2009-10,4/10/2009,Sp Gijon,Mallorca,4,1,H,0,1,A,False,5,1,4
5541,2009-10,4/10/2009,Valladolid,Ath Bilbao,2,2,D,0,1,A,False,4,1,3
5542,2009-10,4/10/2009,Villarreal,Espanol,0,0,D,0,0,D,False,0,0,0
5543,2009-10,4/10/2009,Xerez,Malaga,1,1,D,0,0,D,False,2,0,2
5544,2009-10,17/10/09,La Coruna,Sevilla,1,0,H,1,0,H,False,1,1,0
5545,2009-10,17/10/09,Real Madrid,Valladolid,4,2,H,3,1,H,True,6,4,2
5546,2009-10,17/10/09,Valencia,Barcelona,0,0,D,0,0,D,True,0,0,0
5547,2009-10,18/10/09,Ath Bilbao,Sp Gijon,1,2,A,0,0,D,False,3,0,3
5548,2009-10,18/10/09,Espanol,Tenerife,2,1,H,1,1,D,False,3,2,1
5549,2009-10,18/10/09,Malaga,Almeria,1,2,A,0,2,A,False,3,2,1
5550,2009-10,18/10/09,Mallorca,Getafe,3,1,H,1,0,H,False,4,1,3
5551,2009-10,18/10/09,Osasuna,Ath Madrid,3,0,H,3,0,H,False,3,3,0
5552,2009-10,18/10/09,Xerez,Villarreal,2,1,H,1,1,D,False,3,2,1
5553,2009-10,18/10/09,Zaragoza,Santander,2,2,D,2,0,H,False,4,2,2
5554,2009-10,24/10/09,Ath Madrid,Mallorca,1,1,D,0,0,D,True,2,0,2
5555,2009-10,24/10/09,Sevilla,Espanol,0,0,D,0,0,D,True,0,0,0
5556,2009-10,24/10/09,Sp Gijon,Real Madrid,0,0,D,0,0,D,False,0,0,0
5557,2009-10,25/10/09,Almeria,Valencia,0,3,A,0,0,D,False,3,0,3
5558,2009-10,25/10/09,Barcelona,Zaragoza,6,1,H,3,0,H,True,7,3,4
5559,2009-10,25/10/09,Getafe,Ath Bilbao,2,0,H,0,0,D,False,2,0,2
5560,2009-10,25/10/09,Santander,Osasuna,1,1,D,0,0,D,False,2,0,2
5561,2009-10,25/10/09,Tenerife,Xerez,1,0,H,0,0,D,False,1,0,1
5562,2009-10,25/10/09,Valladolid,La Coruna,4,0,H,1,0,H,False,4,1,3
5563,2009-10,25/10/09,Villarreal,Malaga,2,1,H,1,1,D,False,3,2,1
5564,2009-10,31/10/09,Ath Bilbao,Ath Madrid,1,0,H,1,0,H,False,1,1,0
5565,2009-10,31/10/09,Osasuna,Barcelona,1,1,D,0,0,D,False,2,0,2
5566,2009-10,31/10/09,Real Madrid,Getafe,2,0,H,0,0,D,True,2,0,2
5567,2009-10,31/10/09,Xerez,Sevilla,0,2,A,0,1,A,False,2,1,1
5568,2009-10,1/11/2009,Espanol,Valladolid,1,1,D,0,0,D,False,2,0,2
5569,2009-10,1/11/2009,La Coruna,Sp Gijon,1,1,D,1,0,H,False,2,1,1
5570,2009-10,1/11/2009,Malaga,Valencia,0,1,A,0,0,D,False,1,0,1
5571,2009-10,1/11/2009,Mallorca,Santander,1,0,H,1,0,H,False,1,1,0
5572,2009-10,1/11/2009,Villarreal,Tenerife,5,0,H,1,0,H,False,5,1,4
5573,2009-10,1/11/2009,Zaragoza,Almeria,2,1,H,2,1,H,False,3,3,0
5574,2009-10,7/11/2009,Ath Madrid,Real Madrid,2,3,A,0,2,A,True,5,2,3
5575,2009-10,7/11/2009,Barcelona,Mallorca,4,2,H,3,1,H,True,6,4,2
5576,2009-10,7/11/2009,Getafe,La Coruna,0,2,A,0,1,A,False,2,1,1
5577,2009-10,7/11/2009,Tenerife,Malaga,2,2,D,2,1,H,False,4,3,1
5578,2009-10,8/11/2009,Almeria,Osasuna,2,0,H,1,0,H,False,2,1,1
5579,2009-10,8/11/2009,Santander,Ath Bilbao,0,2,A,0,1,A,False,2,1,1
5580,2009-10,8/11/2009,Sevilla,Villarreal,3,2,H,1,1,D,True,5,2,3
5581,2009-10,8/11/2009,Sp Gijon,Espanol,1,0,H,1,0,H,False,1,1,0
5582,2009-10,8/11/2009,Valencia,Zaragoza,3,1,H,3,0,H,True,4,3,1
5583,2009-10,8/11/2009,Valladolid,Xerez,0,0,D,0,0,D,False,0,0,0
5584,2009-10,21/11/09,Ath Bilbao,Barcelona,1,1,D,0,0,D,False,2,0,2
5585,2009-10,21/11/09,La Coruna,Ath Madrid,2,1,H,1,1,D,False,3,2,1
5586,2009-10,21/11/09,Real Madrid,Santander,1,0,H,1,0,H,True,1,1,0
5587,2009-10,21/11/09,Tenerife,Sevilla,1,2,A,0,1,A,False,3,1,2
5588,2009-10,22/11/09,Espanol,Getafe,0,2,A,0,0,D,False,2,0,2
5589,2009-10,22/11/09,Malaga,Zaragoza,1,1,D,0,0,D,False,2,0,2
5590,2009-10,22/11/09,Mallorca,Almeria,3,1,H,0,0,D,False,4,0,4
5591,2009-10,22/11/09,Osasuna,Valencia,1,3,A,0,2,A,False,4,2,2
5592,2009-10,22/11/09,Villarreal,Valladolid,3,1,H,1,0,H,False,4,1,3
5593,2009-10,22/11/09,Xerez,Sp Gijon,0,0,D,0,0,D,False,0,0,0
5594,2009-10,28/11/09,Sevilla,Malaga,2,2,D,0,2,A,True,4,2,2
